id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
4777,0TT8,heliport,"Dynasty Heliport",14.960012,145.631075,150,OC,MP,MP-U-A,"San Jose, Tinian",no,0TT8,,0TT8,,"",""
328149,9OG1,heliport,"Barrigada Readiness Center Heliport",13.475158,144.815983,311,OC,GU,GU-U-A,"Barrigada",no,9OG1,,9OG1,,"",""
341247,AF-0007,heliport,"Forward Operating Base Bostick Heliport",35.208583,71.523219,NaN,AS,AF,AF-KNR,"Naray",no,,,,,"",""
341248,AF-0008,heliport,"Camp Qargha North Heliport",34.548535,69.06869,NaN,AS,AF,AF-KAB,"Kabul",no,,,,,"","Camp Phoenix"
341249,AF-0009,heliport,"Camp Qargha South Heliport",34.539752,69.071963,NaN,AS,AF,AF-KAB,"Kabul",no,,,,,"","Camp Phoenix"
341250,AF-0010,heliport,"Camp Warehouse Heliport",34.54016,69.30969,NaN,AS,AF,AF-KAB,"Kabul",no,,,,,"",""
341252,AF-0012,heliport,"UNOCA Heliport",34.54526,69.27494,NaN,AS,AF,AF-KAB,"Kabul",no,,,,,"",""
35369,AF15,heliport,"Qara Tepa Heliport",37.423302,69.430298,1437,AS,AF,AF-TAK,"Qara Tepa",yes,,,,,"",""
306999,AGTI,heliport,"Tulaghi Heliport",-9.108,160.149166667,3,OC,SB,SB-CE,"Tulaghi Island",no,AGTI,TLG,,,"","Tulagi"
44906,AU-0034,heliport,"Royal Prince Alfred Hospital Helipad",-33.889331817627,151.183685302734,NaN,OC,AU,AU-NSW,"Sidney",no,,,,,"",""
44907,AU-0035,heliport,"Royal North Shore Hospital Helipad",-33.8222503662109,151.189636230469,NaN,OC,AU,AU-NSW,"Sidney",no,,,,,"",""
333684,AU-0051,heliport,"Townsville University Hospital Heliport",-19.32024,146.76059,69,OC,AU,AU-QLD,"Townsville",no,,,,,"",""
317137,AU-0055,heliport,"Brooklyn Oval Helicopter Landing Site",-33.5473,151.215684,33,OC,AU,AU-NSW,"Brooklyn",no,,,OZHJG,,"",""
317139,AU-0056,heliport,"Brooklyn TMC - Olivers Garage Helipad",-33.5562,151.1936,295,OC,AU,AU-NSW,"Brooklyn",no,,,OZHJB,,"",""
309181,AU-0057,heliport,"Brooms Head Heliport",-29.6068,153.332,21,OC,AU,AU-NSW,"Brooms Head",no,,,OZHAZ,,"","BRHD"
309197,AU-0058,heliport,"Cowal Gold Mine Helipad",-33.6553,147.40036,705,OC,AU,AU-NSW,"West Wyalong",no,,,,,"",""
309217,AU-0059,heliport,"Blackwater Hospital Helipad",-23.571308,148.877985,550,OC,AU,AU-QLD,"Blackwater",no,YXKW,,,,"",""
309561,AU-0061,heliport,"Inverell Hospital Helipad",-29.771656,151.131282,2014,OC,AU,AU-NSW,"Inverell",no,YXIV,,IVLH,,"",""
309601,AU-0062,heliport,"Blackheath - NPWS Helipad",-33.628062,150.306706,3316,OC,AU,AU-NSW,"Blackheath - NPWS",no,,,OZHAL,,"","BHT"
309699,AU-0063,heliport,"Lismore - Mortimer Oval Helicopter Landing Site",-28.808344,153.284455,31,OC,AU,AU-NSW,"Lismore",no,,,LMO,,"",""
309700,AU-0064,heliport,"Lismore Helibase",-28.801211,153.288242,32,OC,AU,AU-NSW,"Lismore",no,,,LIH,,"",""
309704,AU-0065,heliport,"Long Reef Helipad",-33.73922,151.31033,30,OC,AU,AU-NSW,"Collaroy",no,,,,,"",""
309831,AU-0066,heliport,"Agnes Water SES Grounds HLS",-24.1828,151.8826,33,OC,AU,AU-QLD,"Agnes Water",no,,,OZHAC,,"","1770, Seventeen Seventy Heliport"
309832,AU-0067,heliport,"Adelaide River Helicopter Landing Site",-13.2362,131.10796,185,OC,AU,AU-NT,"Adelaide River",no,,,OZHAB,,"",""
309833,AU-0068,heliport,"Amity Heliport",-27.4031,153.44,19,OC,AU,AU-QLD,"Amity",no,,,AMCO,,"",""
309834,AU-0069,heliport,"Appin Colliery Helipad",-34.2098,150.7914,832,OC,AU,AU-NSW,"Appin",no,,,OZHAE,,"","APPC"
309835,AU-0070,heliport,"Baal Bone Colliery Helipad",-33.26958,150.05846,2840,OC,AU,AU-NSW,"Lithgow",no,,,OZHDW,,"",""
317141,AU-0072,heliport,"Braidwood Helicopter Landing Site",-35.448,149.8011,2134,OC,AU,AU-NSW,"Braidwood",no,,,OZHAY,,"",""
310911,AU-0074,heliport,"Longford Heliport",-38.21962,147.16922,174,OC,AU,AU-VIC,"Bass Straight Oil and Gas industry",no,,,,,"",""
311185,AU-0076,heliport,"West Cliff Colliery Helipad",-34.234073,150.829822,1195,OC,AU,AU-NSW,"Appin",no,,,WTCL,,"",""
313355,AU-0077,heliport,"Toonumbar Dam Helipad",-28.61835,152.79353,495,OC,AU,AU-NSW,"",no,,,TOON,,"",""
313357,AU-0078,heliport,"Tucabia Oval Helicopter Landing Site",-29.66,153.1056,25,OC,AU,AU-NSW,"Tucabia",no,,,TCBA,,"",""
313367,AU-0079,heliport,"Urbenville Helipad",-28.46907,152.55133,1210,OC,AU,AU-NSW,"Urbenville",no,,,URBH,,"",""
313368,AU-0080,heliport,"Wanda Beach Helipad",-34.040487,151.1635,40,OC,AU,AU-NSW,"Cronulla",no,,,WDBP,,"",""
314695,AU-0082,heliport,"Clairview Heliport",-22.09246,149.51908,41,OC,AU,AU-QLD,"Clairview",no,,,OZHBG,,"","CLV"
314696,AU-0083,heliport,"Clermont Hospital Helipad",-22.82707,147.63124,874,OC,AU,AU-QLD,"Clermont",no,,,XCMT,,"",""
314697,AU-0084,heliport,"Brisbane Water Police Helipad",-27.40104,153.16415,5,OC,AU,AU-QLD,"Brisbane",no,,,OZHAW,,"","BNWP"
314862,AU-0086,heliport,"Carmila Town Helicopter Landing Site",-21.9092,149.417,62,OC,AU,AU-QLD,"Carmila",no,,,OZHBE,,"","CAR"
314863,AU-0087,heliport,"Redland Hospital Helicopter Landing Site",-27.534323,153.261171,18,OC,AU,AU-QLD,"Cleveland",no,,,OZHBL,,"","CVD"
314864,AU-0088,heliport,"Couran Cove Resort Helipad",-27.8239,153.4092,5,OC,AU,AU-QLD,"Couran Cove Resort",no,YCOV,,,,"","CCOVE, South Stradbroke Island"
314875,AU-0089,heliport,"Crows Nest Helipad",-27.2649,152.0587,1764,OC,AU,AU-QLD,"Crows Nest",no,,,OZHBI,,"","CNT"
314878,AU-0091,heliport,"Dululu Helicopter Landing Site",-23.8479,150.2625,428,OC,AU,AU-QLD,"Dululu",no,,,OZHBQ,,"",""
314879,AU-0092,heliport,"Emerald Hospital Helicopter Landing Site",-23.5166,148.1539,593,OC,AU,AU-QLD,"Emerald",no,,,OZHBS,,"",""
314894,AU-0093,heliport,"Orchid Beach Resort Helipad",-24.96,153.3154,62,OC,AU,AU-QLD,"Fraser Island",no,,,ORB,,"",""
315730,AU-0095,heliport,"Hook Island Helipad",-20.1574,148.9481,10,OC,AU,AU-QLD,"Hook Island",no,,,OZHCG,,"","HKI"
315733,AU-0096,heliport,"Hail Creek Mine Heliport",-21.4888,148.3585,986,OC,AU,AU-QLD,"Nebo",no,,,OZHCF,,"","HCM"
315734,AU-0097,heliport,"Goomeri Oval Helicopter Landing Site",-26.1795,152.0658,802,OC,AU,AU-QLD,"Goomeri",no,,,OZHBX,,"","GMI"
315735,AU-0098,heliport,"Gold Coast Water Police Helicopter Landing Site",-27.97,153.427,10,OC,AU,AU-QLD,"Gold Coast",no,,,OZHBV,,"","GCWP"
315739,AU-0099,heliport,"Glenden Township Heliport",-21.360768,148.11545,1240,OC,AU,AU-QLD,"Glenden",no,,,OZHBW,,"","GDD"
315740,AU-0100,heliport,"Gladstone Hospital Helipad",-23.849835,151.248559,108,OC,AU,AU-QLD,"Gladstone",no,YXDT,,,,"",""
315742,AU-0101,heliport,"Facing Island Farmers Cove Helicopter Landing Site",-23.7738,151.3269,45,OC,AU,AU-QLD,"Gladstone",no,,,,,"",""
315743,AU-0102,heliport,"Facing Island - Gatcomb Head Helipad",-23.8758,151.3718,73,OC,AU,AU-QLD,"Rockhampton",no,,,OZHBT,,"",""
315745,AU-0103,heliport,"Eurong Heliport",-25.505,153.1292,33,OC,AU,AU-QLD,"Eurong Ranger's Station",no,,,OZHCA,,"","EUR"
315746,AU-0104,heliport,"Boggabilla Fuel Depot Landing Site",-28.6089,150.352,736,OC,AU,AU-NSW,"Goondiwindi",no,,,OZHAR,,"","BGBA"
319592,AU-0111,heliport,"Olinda (DSE) Helibase",-37.8594,145.3766,1852,OC,AU,AU-VIC,"Olinda / Mt Dandenong",no,,,OZHJS,,"",""
334049,AU-0132,heliport,"Boggabri Hospital Heliport",-30.710741,150.039698,900,OC,AU,AU-NSW,"Boggabri",no,,,,,"",""
334051,AU-0133,heliport,"Bonalbo - Cricket oval HLS",-28.738,152.625167,620,OC,AU,AU-NSW,"Bonalbo",no,,,OZHFY,,"",""
334052,AU-0134,heliport,"Boorowa Helicopter Landing Site",-34.4435,148.704667,1620,OC,AU,AU-NSW,"Boorowa",no,,,OZHAX,,"",""
334053,AU-0135,heliport,"Bungendore Helicopter Landing Site",-35.254,149.444667,2291,OC,AU,AU-NSW,"Bungendore",no,,,OZHBA,,"",""
334054,AU-0136,heliport,"Bungonia NP Heliport",-34.808073,150.006799,1813,OC,AU,AU-NSW,"Bungonia",no,,,OZHAV,,"",""
334055,AU-0137,heliport,"Burringbar Sports Club Helicopter Landing Site",-28.436563,153.467841,81,OC,AU,AU-NSW,"Burringbar",no,,,OZHBB,,"",""
334058,AU-0138,heliport,"Byron Central Hospital - Cavanbah Sporting Complex HLS",-28.635167,153.577167,15,OC,AU,AU-NSW,"Byron Bay",no,,,OZHIR,,"",""
334060,AU-0139,heliport,"Dundee Beach First Aid Post Helipad",-12.752131,130.381982,50,OC,AU,AU-NT,"Dundee Beach",no,,,OZHBN,,"",""
334061,AU-0140,heliport,"Dundee Downs First Aid Post HLS",-12.770746,130.529664,104,OC,AU,AU-NT,"Dundee Downs",no,,,OZHBO,,"",""
334064,AU-0142,heliport,"Gypsy Springs - African Mahogany HLS",-13.972167,131.4085,511,OC,AU,AU-NT,"",no,,,OZHBZ,,"",""
334065,AU-0143,heliport,"Katherine Hospital Helipad",-14.440093,132.270895,341,OC,AU,AU-NT,"Katherine",no,,,OZHDY,,"",""
334071,AU-0144,heliport,"Dungog Hospital Helipad",-32.401167,151.745833,308,OC,AU,AU-NSW,"Dungog",no,,,OZHAA,,"",""
334072,AU-0145,heliport,"Appin West Colliery Heliport",-34.2185,150.717167,623,OC,AU,AU-NSW,"Douglas Park",no,,,OZHAF,,"",""
334073,AU-0146,heliport,"Aussies - Austral Bricks Helicopter landing Site",-33.829553,150.811172,190,OC,AU,AU-NSW,"Horsley Park",no,,,OZHAG,,"",""
334074,AU-0147,heliport,"Baradine Oval Helicopter landing Site,",-30.951667,149.065167,986,OC,AU,AU-NSW,"Baradine",no,,,OZHAH,,"",""
334075,AU-0148,heliport,"Blackbutt Helicopter Landing Site",-26.889483,152.104758,1471,OC,AU,AU-QLD,"Blackbutt",no,,,OZHAI,,"",""
334076,AU-0149,heliport,"Boggabri Coal Homestead Helipad",-30.631302,150.141199,897,OC,AU,AU-NSW,"Boggabri",no,,,OZHAK,,"",""
334077,AU-0150,heliport,"Baulkham Hills Private Hospital Helicopter Landing Site",-33.744812,150.990617,317,OC,AU,AU-NSW,"Baulkham Hills",no,,,OZHAN,,"",""
334079,AU-0151,heliport,"Biloela Sports Field Helicopter Landing Site",-24.393576,150.512041,630,OC,AU,AU-QLD,"Biloela",no,,,OZHAO,,"",""
334081,AU-0152,heliport,"LNP Florence Buley Rd Intersection Helicopter Landing Site",-13.126329,130.804757,595,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIJ,,"",""
334082,AU-0153,heliport,"LNP Florence Falls Campground Helicopter Landing Site",-13.096857,130.784651,328,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIK,,"",""
334083,AU-0154,heliport,"LNP Lost City Gravel Pit Helicopter Landing Site",-13.206691,130.754707,724,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIO,,"",""
334085,AU-0155,heliport,"LNP Sandy Creek Falls Helicopter Landing Site",-13.255235,130.732069,126,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIL,,"",""
334086,AU-0156,heliport,"LNP Termite Mounds Carpark Helicopter Landing Site",-13.10344,130.84484,216,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIM,,"",""
334087,AU-0157,heliport,"LNP Tolmer Falls Carpark Helicopter Landing Site",-13.20268,130.713733,216,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIN,,"",""
334090,AU-0158,heliport,"LNP Walker Creek Ranger Station Helicopter Landing Site",-13.080815,130.692571,404,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHIP,,"",""
334091,AU-0159,heliport,"LNP Wangi Carpark Helicopter Landing Site",-13.162404,130.68168,112,OC,AU,AU-NT,"Litchfield National Park",no,,,OZHII,,"",""
334092,AU-0160,heliport,"Pickertaramoor Oval Helicopter Landing Site",-11.763743,130.891778,235,OC,AU,AU-NT,"Pickertaramoor",no,,,OZHIC,,"",""
334093,AU-0161,heliport,"Caloola Farm Top Naas Valley Helicopter Landing Site",-35.670667,149.068833,2248,OC,AU,AU-ACT,"Canberra",no,,,OZHBC,,"",""
334094,AU-0162,heliport,"Canberra Training Area C30 Helicopter Landing Site",-35.495181,149.285059,2566,OC,AU,AU-ACT,"Canberra",no,,,OZHBD,,"",""
334096,AU-0163,heliport,"Angus Place Colliery Heliport",-33.352098,150.098981,2996,OC,AU,AU-NSW,"Lidsdale",no,,,OZHDI,,"",""
334118,AU-0164,heliport,"Bankstown - City Sports Complex HLS",-33.926981,151.023045,82,OC,AU,AU-NSW,"Bankstown",no,,,OZHAQ,,"",""
334119,AU-0165,heliport,"Bulahdelah Showground Helicopter Landing Site",-32.4055,152.203333,18,OC,AU,AU-NSW,"Bulahdelah",no,,,OZHAS,,"",""
334120,AU-0166,heliport,"Poitrel Mine Helicopter Landing Site",-22.039842,148.261292,772,OC,AU,AU-QLD,"Moranbah",no,,,OZHAU,,"",""
334121,AU-0167,heliport,"Charlotte Pass Medical Centre HLS",-36.434153,148.333417,5752,OC,AU,AU-NSW,"Charlotte Pass",no,,,OZHBF,,"",""
335456,AU-0168,heliport,"Batemans Bay ALT Hanging Rock HLS",-35.721,150.1955,39,OC,AU,AU-NSW,"Batemans Bay",no,,,OZHJV,,"",""
335457,AU-0169,heliport,"Batemans Bay Mackay Park HLS",-35.708915,150.172621,46,OC,AU,AU-NSW,"Batemans Bay",no,,,OZHJU,,"",""
335461,AU-0170,heliport,"Bathurst Hospital Alternate (Victoria Park) Helipad",-33.407196,149.574115,2160,OC,AU,AU-NSW,"Bathurst",no,,,OZHJF,,"",""
335463,AU-0171,heliport,"Cabramurra Helicopter Landing Site",-35.939833,148.377333,4900,OC,AU,AU-NSW,"Cabramurra",no,,,OZHIA,,"",""
335464,AU-0172,heliport,"Cadia Mine(Ridgeway) Helicopter Landing Site",-33.44435,149.000842,2650,OC,AU,AU-NSW,"Cadia Mine",no,,,OZHDJ,,"",""
335465,AU-0173,heliport,"Camden - Onslow Park HLS",-34.05324,150.691285,204,OC,AU,AU-NSW,"Camden",no,,,OZHKC,,"",""
336572,AU-0176,heliport,"New Pelion Hut Helipad",-41.829346,146.04582,2799,OC,AU,AU-TAS,"Cradle Mountain-Lake St Clair National Park",no,,,,,"https://en.wikipedia.org/wiki/New_Pelion_Hut",""
341735,AU-0180,heliport,"Flinders Medical Centre Helipad",-35.020027,138.568577,NaN,OC,AU,AU-SA,"Bedford Park",no,,,,,"",""
341736,AU-0181,heliport,"Lyell McEwin Hospital Helipad",-34.748851,138.665843,NaN,OC,AU,AU-SA,"Elizabeth Vale",no,,,,,"",""
341738,AU-0183,heliport,"Murray Bridge Soldiers Memorial Hospital Helipad",-35.128213,139.280722,NaN,OC,AU,AU-SA,"Murray Bridge",no,,,,,"",""
341739,AU-0184,heliport,"Penny's Hill Helipad",-35.245791,138.551143,NaN,OC,AU,AU-SA,"McLaren Vale",no,,,,,"",""
341740,AU-0185,heliport,"South Coast District Hospital Helipad",-35.561805,138.606714,NaN,OC,AU,AU-SA,"Victor Harbor",no,,,,,"",""
341741,AU-0186,heliport,"Royal Adelaide Hospital Helipad",-34.920671,138.586129,NaN,OC,AU,AU-SA,"Adelaide",no,,,,,"",""
341742,AU-0187,heliport,"South Coast Heliport",-35.267564,138.919461,NaN,OC,AU,AU-SA,"Strathalbyn",no,,,,,"",""
343273,AU-0189,heliport,"Coochiemudlo - Cricket Oval HLS",-27.569128,153.334197,10,OC,AU,AU-QLD,"Coochiemudlo Island",no,,,OZHBH,,"",""
345621,AU-0190,heliport,"Tully Hospital Heliport.",-17.926895,145.923446,129,OC,AU,AU-QLD,"Tully",no,YXTU,,,https://www.health.qld.gov.au/services/cairns-hinterland/cairns_tully_hosp,"",""
310100,AU-0222,heliport,"Tabulam Oval Helipad",-28.8903,152.5678,NaN,OC,AU,AU-NSW,"",no,,,YTBM,,"",""
350546,AU-0246,heliport,"Cooroy School Oval HLS",-26.424647,152.909045,381,OC,AU,AU-QLD,"Cooroy",no,,,OZHBK,,"",""
350548,AU-0247,heliport,"Clarence Valley Correctional Centre Heliport",-29.740569,153.064098,99,OC,AU,AU-NSW,"Lavadia",no,,,OZHKF,,"",""
350549,AU-0248,heliport,"Quirindi Fire Station/Emergency Services Heliport",-31.501946,150.673563,1273,OC,AU,AU-NSW,"Quirindi",no,,,OZHKG,,"",""
350550,AU-0249,heliport,"Belyuen Oval Helicopter Landing Site",-12.536592,130.699786,NaN,OC,AU,AU-NT,"Delissaville",no,,,OZHKH,,"",""
350551,AU-0250,heliport,"Yeoval Oval Helicopter Landing Site",-32.750616,148.646634,1248,OC,AU,AU-NSW,"Yeoval",no,,,OZHKJ,,"",""
350553,AU-0251,heliport,"Cataract Dam Heliport",-34.255438,150.806252,1234,OC,AU,AU-NSW,"Cataract",no,,,OZHKL,,"",""
352845,AU-0425,heliport,"Murrurundi Hospital Heliport",-31.770477,150.834062,1600,OC,AU,AU-NSW,"Murrurundi",no,,,OZHIB,,"",""
352846,AU-0426,heliport,"Childers Showground Helicopter Landing Site",-25.232,152.2752,300,OC,AU,AU-QLD,"Childers",no,,,OZHID,,"",""
354064,AU-0440,heliport,"Narrabri Mine Heliport.",-30.521049,149.900336,780,OC,AU,AU-NSW,"Narrabri",no,,,OZHNU,,"",""
354067,AU-0441,heliport,"Maules Creek Mine Heliport",-30.562945,150.120417,960,OC,AU,AU-NSW,"Boggabri",no,,,OZHMC,,"","Whitehaven"
354071,AU-0442,heliport,"New Maitland Hospital Helipad",-32.759612,151.604328,160,OC,AU,AU-NSW,"Maitland",no,,,OZXMT,,"",""
354080,AU-0443,heliport,"Clarence Wilderness Lodge HLS",-28.690818,152.375479,300,OC,AU,AU-NSW,"Via Tabulum",no,,,OZHBM,,"",""
354081,AU-0444,heliport,"Dingo Hospital Helicopter Landing Site",-23.655099,149.334326,450,OC,AU,AU-QLD,"Dingo",no,,,OZHBP,,"",""
354082,AU-0445,heliport,"Evans Head RAAF Bombing Range HLS",-29.196677,153.383796,40,OC,AU,AU-NSW,"Evans Head",no,,,OZHBR,,"",""
354083,AU-0446,heliport,"Gibraltar House HLS",-29.519434,152.311133,3200,OC,AU,AU-NSW,"Gibraltar",no,,,OZHBU,,"",""
354084,AU-0447,heliport,"Gerroa Sand Mine HLS",-34.776253,150.788512,30,OC,AU,AU-NSW,"Gerroa",no,,,OZHCB,,"",""
354085,AU-0448,heliport,"Guthega Helicopter Landing Site",-36.377333,148.375833,5350,OC,AU,AU-NSW,"Guthega",no,,,OZHCC,,"",""
354086,AU-0449,heliport,"Garrawarra Farm Carpark HLS",-34.180333,151.038333,720,OC,AU,AU-NSW,"Lillydale",no,,,OZHCD,,"",""
354833,AU-0462,heliport,"Batlow Showground Helicopter Landing Site",-35.520002,148.153639,2500,OC,AU,AU-NSW,"Batlow",no,,,OZHKN,,"",""
355335,AU-0466,heliport,"Yamba Oval Helicopter Landing Site",-29.438747,153.358337,20,OC,AU,AU-NSW,"Yamba",no,,,OZHJQ,,"",""
355336,AU-0467,heliport,"Emu Creek Extreme Retreat HLS",-28.826667,152.481,17,OC,AU,AU-NSW,"Pretty Gully - via Tabulum",no,,,OZHIS,,"",""
355337,AU-0468,heliport,"Iluka Sports Oval HLS",-29.406833,153.352833,26,OC,AU,AU-NSW,"Iluka",no,,,OZHIU,,"",""
355341,AU-0469,heliport,"Kin Kin Oval Helicopter Landing Site",-26.26264,152.876215,195,OC,AU,AU-QLD,"Kin Kin",no,,,OZHIW,,"",""
355344,AU-0470,heliport,"Mallanganee Oval Helicopter Landing Site",-28.90769,152.720668,600,OC,AU,AU-NSW,"Mallanganee",no,,,OZHIX,,"",""
355350,AU-0471,heliport,"Nimbin Soccer Grounds HLS",-28.597465,153.225675,207,OC,AU,AU-NSW,"Nimbin",no,,,OZHIY,,"",""
355360,AU-0472,heliport,"Halfway House HLS",-32.907167,150.7475,958,OC,AU,AU-NSW,"",no,,,OZHCE,,"",""
355362,AU-0473,heliport,"Jimna Cricket Oval HLS",-26.662833,152.462167,1685,OC,AU,AU-QLD,"Jimna",no,,,OZHCI,,"",""
355363,AU-0474,heliport,"Keppel Sands Helicopter Landing Site",-23.323518,150.790111,13,OC,AU,AU-QLD,"Keppel Sands",no,,,OZHCJ,,"",""
355368,AU-0475,heliport,"Kingfisher Resort Heliport",-25.390385,153.028994,10,OC,AU,AU-QLD,"Fraser Island",no,,,OZHCK,,"",""
355370,AU-0476,heliport,"Kooringal Emergency Centre HLS",-27.34917,153.422619,39,OC,AU,AU-QLD,"Kooringal",no,,,OZHCM,,"",""
355371,AU-0477,heliport,"Karragarra Island Helicopter Landing Site",-27.63619,153.369795,16,OC,AU,AU-QLD,"Karragarra Island",no,,,OZHCL,,"",""
429882,AU-0506,heliport,"Macquarie University Hospital HLS",-33.766167,151.116,174,OC,AU,AU-NSW,"Macquarie Park",no,YXUH,,,,"",""
313858,AYRX,heliport,"Mount Boregoro Helicopter Landing  Site",-9.8944,148.1069,898,OC,PG,PG-CPM,"Mount Boregoro",no,AYRX,,,,"",""
313790,AYUD,heliport,"Kais-Udave Helicopter landing site",-8.7819,147.2785,3300,OC,PG,PG-CPM,"",no,AYUD,,,,"",""
339981,BD-0001,heliport,"Inani Beach Heliport",21.22472,92.0482,NaN,AS,BD,BD-2,"Inani",no,,,,,"",""
339982,BD-0002,heliport,"Ocean Paradise Heliport",21.418572,91.982574,NaN,AS,BD,BD-2,"Cox's Bazar",no,,,,,"",""
339984,BD-0004,heliport,"Nilgiri Heliport",21.91355,92.3244,NaN,AS,BD,BD-2,"Barpara",no,,,,,"",""
339985,BD-0005,heliport,"Boga Lake Heliport",21.97982,92.46715,NaN,AS,BD,BD-2,"Ruma",no,,,,,"",""
339987,BD-0006,heliport,"Ruma Helipad",22.05122,92.38641,NaN,AS,BD,BD-2,"Ruma",no,,,,,"",""
339988,BD-0007,heliport,"Bandarban Heliport",22.20272,92.21449,NaN,AS,BD,BD-2,"Bandarban",no,,,,,"",""
339989,BD-0008,heliport,"NVK Helipad",22.28432,91.80263,NaN,AS,BD,BD-2,"Dangar Char",no,,,,,"",""
339990,BD-0009,heliport,"BNS Issa Khan Heliport",22.28124,91.7925,NaN,AS,BD,BD-2,"Chattogram (Chittagong)",no,,,,,"",""
339991,BD-0010,heliport,"GEC Convention Centre Helipad",22.35886,91.82005,NaN,AS,BD,BD-2,"Chattogram (Chittagong)",no,,,,,"",""
339992,BD-0011,heliport,"Bhasan Char Nayamasti Heliport 1",22.3589,91.36826,NaN,AS,BD,BD-2,"Hatiya",no,,,,,"",""
339993,BD-0012,heliport,"Bhasan Char Nayamasti Heliport 2",22.36626,91.36998,NaN,AS,BD,BD-2,"Hatiya",no,,,,,"",""
339994,BD-0013,heliport,"Swarna Dweep West Helipad",22.55542,91.29466,NaN,AS,BD,BD-2,"Noakhali",no,,,,,"",""
339995,BD-0014,heliport,"Swarna Dweep Water Plant Helipad",22.54405,91.32899,NaN,AS,BD,BD-2,"Noakhali",no,,,,,"",""
339996,BD-0015,heliport,"Swarna Dweep North Helipad",22.57064,91.3128,NaN,AS,BD,BD-2,"Noakhali",no,,,,,"",""
339997,BD-0016,heliport,"Swarna Dweep Central Helipad",22.56377,91.30638,NaN,AS,BD,BD-2,"Noakhali",no,,,,,"",""
339998,BD-0017,heliport,"Sandwip Heliport",22.48591,91.46101,NaN,AS,BD,BD-2,"Sandwip",no,,,,,"",""
339999,BD-0018,heliport,"Begumganj Helipad",22.94184,91.10494,NaN,AS,BD,BD-2,"Begumganj",no,,,,,"",""
340001,BD-0020,heliport,"Senbag Heliport",22.97907,91.2301,NaN,AS,BD,BD-2,"Senbag",no,,,,,"",""
340002,BD-0021,heliport,"Burhanuddin Heliport",22.508,90.71304,NaN,AS,BD,BD-1,"Burhanuddin",no,,,,,"",""
349319,BD-0025,heliport,"Narikel Jinjira (Saint Martin's) Heliport",20.62663,92.32488,10,AS,BD,BD-2,"Saint Martins",no,,,,,"",""
349320,BD-0026,heliport,"Dhumdumia BGB Heliport",20.95911,92.25133,18,AS,BD,BD-2,"Dhumdumia",no,,,,,"",""
349321,BD-0027,heliport,"Naikhongchari BGB Heliport",21.43336,92.17393,169,AS,BD,BD-2,"Naikhongchari",no,,,,,"",""
349322,BD-0028,heliport,"Chhagalkhaiya BOP Heliport",21.48655,92.23599,171,AS,BD,BD-2,"Chhagalkhaiya",no,,,,,"",""
349323,BD-0029,heliport,"Tindu Heliport",21.72334,92.45736,354,AS,BD,BD-2,"Tindu",no,,,,,"",""
349324,BD-0030,heliport,"Bolipara Heliport",21.88065,92.39703,434,AS,BD,BD-2,"Bolipara",no,,,,,"",""
349325,BD-0031,heliport,"Keokradong Heliport",21.94874,92.5146,3186,AS,BD,BD-2,"Keokradong",no,,,,,"",""
349326,BD-0032,heliport,"Thanchi BGB Heliport",21.81823,92.44067,233,AS,BD,BD-2,"Thanchi",no,,,,,"",""
349327,BD-0033,heliport,"Remakri Heliport",21.67607,92.52014,233,AS,BD,BD-2,"Remakri",no,,,,,"",""
349328,BD-0034,heliport,"Boro Mowdak Heliport",21.57058,92.57103,341,AS,BD,BD-2,"Boro Mowdak",no,,,,,"",""
349329,BD-0035,heliport,"Upper Sangu River Heliport 1",21.40321,92.58095,502,AS,BD,BD-2,"Remakri",no,,,,,"",""
349330,BD-0036,heliport,"Upper Sangu River Heliport 2",21.40229,92.60747,609,AS,BD,BD-2,"Remakri",no,,,,,"",""
349331,BD-0037,heliport,"Marang Chara Heliport",21.34993,92.60561,491,AS,BD,BD-2,"Remakri",no,,,,,"",""
349332,BD-0038,heliport,"Upper Sangu River Heliport 3",21.30249,92.61998,941,AS,BD,BD-2,"Remakri",no,,,,,"",""
340517,BN-0001,heliport,"Istana Nurul Iman Heliport",4.872524,114.921956,NaN,AS,BN,BN-BM,"Bandar Seri Begawan",no,,,,,"",""
340518,BN-0002,heliport,"Tumasek Heliport",4.877107,114.926715,NaN,AS,BN,BN-BM,"Bandar Seri Begawan",no,,,,,"",""
340519,BN-0003,heliport,"Pulau Muara Besar Heliport",5.006128,115.088457,NaN,AS,BN,BN-BM,"Pulau Muara Besar",no,,,,,"",""
340520,BN-0004,heliport,"Muara Heliport",5.035629,115.089139,NaN,AS,BN,BN-BM,"Muara",no,,,,,"",""
340522,BN-0005,heliport,"RIPAS Hospital Heliport",4.895136,114.933612,NaN,AS,BN,BN-BM,"Bandar Seri Begawan",no,,,,,"",""
